Project ID,Class,Requirement
1128,SR,'The system will restrict access to session based on the user's clearance level to mitigate the risk of data breaches.'
672,NSR,'The service will maintain a structured database of known vulnerability signatures and indicators.'
1778,NSR,'The software must provide a disaster recovery plan with a recovery time objective of 5 hours.'
697,NSR,'The module must provide keyboard shortcuts for frequently used operations.'
560,NSR,'The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch'
807,SR,'The agent shall implement certificate pinning to prevent XML injection attacks using industry-standard cryptographic techniques.'
1596,NSR,'The tool will maintain performance under peak load conditions of 1000 simultaneous users.'
1452,SR,'The system must identify open ports and running services on the target network as part of the defence-in-depth security strategy.'
698,NSR,'The application must provide a searchable database of historical monitoring results.'
370,NSR,'A Global Services Application shall Be able to provide services to other Applications  such as CVM services'
1070,SR,'The module shall detect buffer overflow vulnerabilities in submitted web applications to prevent exploitation by malicious actors.'
1354,NSR,"'The portal must provide a changelog documenting all updates, bug fixes, and new features.'"
1788,NSR,'The interface should support concurrent analysis of up to 50 simultaneous samples without degradation.'
706,SR,'The system shall log all network security events with timestamps for forensic analysis.'
784,NSR,'The application must allow users to annotate and comment on reporting findings for team collaboration.'
2300,NSR,"'The dashboard should ensure the system can process applications reliably across all supported test, staging, and production environments.'"
588,NSR,'A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency'
1930,NSR,'The dashboard must perform automated health checks every 60 seconds and alert on anomalies.'
101,NSR,' The system executable shall be deployable on any platform. '
1468,SR,'The framework must prevent privilege escalation attacks by validating all permission changes to mitigate the risk of data breaches.'
1150,SR,'The module should monitor DNS queries to detect data exfiltration and domain generation algorithms using industry-standard cryptographic techniques.'
671,SR,'The application shall scan submitted code for path traversal security flaws to prevent exploitation by malicious actors.'
1002,SR,'The module shall automatically log out inactive sessions after 30 minutes of inactivity.'
1339,NSR,'The tool will expose a well-documented RESTful API to enable third-party integrations.'
1075,NSR,'The system shall allow administrators to generate activity reports filtered by severity level.'
1373,NSR,'The system must provide a disaster recovery plan with a recovery time objective of 30 hours.'
810,NSR,'The platform should include comprehensive inline code documentation and API documentation.'
841,SR,'The tool should prevent privilege escalation attacks by validating all permission changes to protect against unauthorized access.'
1320,NSR,'The interface should allow export of scan findings to JSON for integration with ticketing systems.'
1673,SR,'The framework must enforce the principle of least privilege across all user roles to ensure confidentiality and integrity of sensitive data.'
54,NSR,'The system shall provide reports on statistics of acquired images (documentation) '
1811,NSR,'The software will display real-time reporting status updates without requiring page refresh.'
1119,NSR,'The platform shall be deployable on major Linux distributions operating systems without modification.'
433,NSR,'The OPEN shall support Application selection on the Basic Logical Channel via Implicit Selection following the card reset (see ISO/IEC 7816-3 for contact cards) or activation sequence (see ISO/IEC 14443-3 for contactless cards)'
759,SR,'The framework will detect man-in-the-middle attacks through certificate validation monitoring to mitigate the risk of data breaches.'
1380,NSR,'The portal will achieve a detection accuracy of at least 90% on scans.'
2369,SR,'The application must authenticate users using LDAP authentication.'
227,SR,'If the CND contains an ISIM/UICC  it shall support the AKA authentication method (TS 187 001 [8])'
1098,SR,'The agent must identify and report broken authentication injection points in target applications to protect against unauthorized access.'
1786,SR,'The module shall maintain a tamper-evident audit log of all configuration change events in accordance with the security policy.'
2058,SR,'The application shall monitor DNS queries to detect data exfiltration and domain generation algorithms to ensure confidentiality and integrity of sensitive data.'
19,NSR,'The system should have a very fast response time to users actions.'
57,SR,"' The system shall offer authentication, authorization, configuration management to prevent access to admin console. '"
37,NSR,'The system shall allow users to interact with the RFID and facial recognition-based-access control system.  '
342,NSR,'A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain'
1295,NSR,'The service will provide contextual help tooltips and user documentation throughout the interface.'
86,SR,'The system shall validate user passwords. '
886,NSR,'The portal must present a summary dashboard showing key system health metrics at a glance.'
904,SR,'The component shall monitor file system changes to detect ransomware encryption activity as part of the defence-in-depth security strategy.'
864,SR,'The system will detect and block connections to known malicious IP addresses and domains in accordance with the security policy.'
1591,SR,'The agent must verify digital signatures before processing received configuration using industry-standard cryptographic techniques.'
990,SR,'The service should use TLS 1.3 or higher for all network communications to protect against unauthorized access.'
1004,SR,'The software should sign API responses to ensure integrity during transmission to prevent exploitation by malicious actors.'
703,NSR,'The application will allow multiple users to collaborate on scanning within a shared workspace.'
683,SR,'The application must monitor HTTP(S) network traffic to detect security anomalies to prevent exploitation by malicious actors.'
735,NSR,'The interface shall support multi-tenancy so multiple organizations can use the system independently.'
79,NSR,'The system shall be deployed over the cloud and accessible both on the web and mobile platforms for portability. '
1094,NSR,'The interface should be containerized using Docker for consistent deployment across environments.'
2791,SR,'The agent should store user passwords using bcrypt hashing with unique salts.'
1968,NSR,'The module must support drag-and-drop file submission for ease of use.'
2903,SR,'The service must use 3DES with a 256-bit key to protect stored financial using industry-standard cryptographic techniques.'
1498,NSR,'The system shall function correctly on both 32-bit and 64-bit system architectures.'
1650,NSR,'The portal should backup critical incident data every monthly to a secure offsite location.'
1474,SR,'The module should generate and rotate encryption keys every 90 days to minimize key exposure to ensure compliance with security best practices.'
2847,NSR,'The application will display results in both tabular and graphical chart formats.'
1469,SR,'The tool will detect cryptojacking activity by monitoring CPU usage and network connections in accordance with the security policy.'
625,NSR,'The interface must allow users to schedule automated analysis at configured intervals.'
1208,NSR,'The system will use version control best practices including branching strategies and commit conventions.'
1189,SR,'The module should require users to change default passwords upon first login using industry-standard cryptographic techniques.'
1662,NSR,'The software will generate detailed reports of detection results in CSV format.'
1782,SR,'The agent will detect outdated or vulnerable third-party libraries in analyzed applications to ensure compliance with security best practices.'
958,SR,'The tool shall invalidate session tokens upon logout to prevent session hijacking to ensure confidentiality and integrity of sensitive data.'
2128,NSR,'The software should provide administrators with a configurable dashboard for system management.'
63,NSR,'The software is delivered with a user manual and once installed the software is easy to run.  '
105,SR,'The system shall be maintainable as it is built with three modules with commands that avoid violating coding principles '
1238,NSR,'The portal will allow export of scan findings to XML for integration with ticketing systems.'
1404,NSR,'The platform will provide a simple three-step workflow for scan configuration tasks.'
826,SR,'The module must detect SSL/TLS misconfigurations and expired certificates in target systems to mitigate the risk of data breaches.'
1347,NSR,'The system should provide keyboard shortcuts for frequently used operations.'
615,SR,'Unload transactions do not require cardholder authentication. (However  an acquirerÃ¯Â¿Â½??s devices may be configured such that authentication is required for access.)'
2184,NSR,'The service should support automated unit and integration testing with a code coverage target of 80%.'
2673,NSR,'The service must maintain a structured database of known vulnerability signatures and indicators.'
1130,SR,'The software must analyze HTTP requests and responses to detect XML injection attack patterns to prevent exploitation by malicious actors.'
1417,NSR,'The platform should expose a well-documented RESTful API to enable third-party integrations.'
1759,NSR,'The interface should provide an audit trail of all administrative actions performed in the system.'
1846,SR,'The component should alert administrators when spyware activity is detected in real time to mitigate the risk of data breaches.'
1470,SR,'The application should provide a chain of custody record for all medical processed by the system to ensure confidentiality and integrity of sensitive data.'
939,NSR,'The module shall provide a disaster recovery plan with a recovery time objective of 60 hours.'
1532,SR,'The application shall implement secure communication channels using HTTPS protocol.'
1183,SR,'The agent should sign API responses to ensure integrity during transmission to mitigate the risk of data breaches.'
58,SR,"'The system shall implement a combination of cryptographic algorithms that are secure and have proven to be unbreakable by the current technologies, hence using these algorithms collectively strengthens the security of the system. '"
1528,NSR,'The tool must allow users to view the history of previously submitted applications.'
86,SR,'The system shall allow a user to register and log in. '
892,NSR,'The interface shall complete database queries in under 15 milliseconds for datasets of up to 20 records.'
2081,NSR,'The service shall ensure the system can process requests reliably across all supported cloud and on-premises environments.'
1145,SR,'The module must support automatic updates to malware signature databases to ensure compliance with security best practices.'
99,NSR,"'The system shall have inputs of WAVE audio file, message text, public key and private key. Functionality'"
1115,SR,'The platform will monitor file system changes to detect ransomware encryption activity in accordance with the security policy.'
1050,SR,'The system shall obtain and record user consent before collecting configuration to ensure confidentiality and integrity of sensitive data.'
1432,NSR,"'The application will provide a changelog documenting all updates, bug fixes, and new features.'"
1646,NSR,'The interface shall provide a RESTful API that allows external systems to trigger and retrieve authentication results.'
500,NSR,'If this is not a cash load  the funds issuer needs to verify that the funds are requested by the legitimate account owner  which is normally done by the presentation of an enciphered PIN'
958,SR,'The system will encrypt all financial data using ChaCha20-Poly1305 encryption to ensure confidentiality and integrity of sensitive data.'
2428,SR,'The component should identify command-and-control (C2) communication patterns in network traffic to protect against unauthorized access.'
90,NSR,'The MedX system shall  be developed in Java which is platform independent making it portable. '
30,NSR,'The system will be made in a way so it may be compatible with other system architectures. '
1001,SR,'The agent should apply a visible digital watermark to images upon author submission to ensure confidentiality and integrity of sensitive data.'
1114,SR,'The platform shall automatically generate detailed reports of detected insecure deserialization vulnerabilities in order to maintain system integrity.'
36,NSR,'The system shall be able to allocate an Examiner a Route to use once he finishes testing a learner driver in the Yard '
874,NSR,'The interface will present a summary dashboard showing key detection metrics at a glance.'
1975,SR,'The service should enforce data retention policies by automatically purging sensitive records after 6 months using industry-standard cryptographic techniques.'
1566,NSR,'The system shall provide a notification system that alerts users when scanning is complete.'
729,SR,'The module should verify server certificates before establishing IPSec connections in accordance with the security policy.'
1863,NSR,'The system will allow multiple users to collaborate on analysis within a shared workspace.'
44,NSR,'The system should incorporate easier search mechanism that can assist users in retrieving and searching the required information. '
1423,NSR,'The dashboard should support virtualized environments including VMware and Hyper-V.'
1270,SR,'The framework will perform regular automated vulnerability scans against the deployed application to protect against unauthorized access.'
1249,SR,'The module should extract and analyze ransomware indicators of compromise from samples in order to maintain system integrity.'
546,NSR,'The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction  computes a new S4 MAC on the updated batch total count and amount  and logs the transaction'
1223,NSR,'The module must provide contextual help tooltips and user documentation throughout the interface.'
868,NSR,'The dashboard will achieve a throughput of at least 100 requests per hour in production.'
1074,SR,'The software will prevent unauthorized access to sensitive authentication through access controls to prevent exploitation by malicious actors.'
688,NSR,'The system must minimize latency in real-time monitoring mode to under 100 milliseconds.'
1340,NSR,'The module shall display clear error messages that guide the user toward resolution.'
662,SR,'The service must block network communication from hosts identified as compromised to prevent exploitation by malicious actors.'
33,NSR,'The system shall be able to de-fragment captured packets '
2391,NSR,'The dashboard must allow users to annotate and comment on reporting findings for team collaboration.'
1474,SR,'The component should validate user credentials against a hashed credential store before allowing access as part of the defence-in-depth security strategy.'
1841,NSR,'The interface must provide administrators with a configurable dashboard for system management.'
43,NSR,'The system shall provide customers with a system that is error free and process their cases quickly.'
1092,SR,'The tool must verify digital signatures before processing received data to ensure compliance with security best practices.'
723,SR,'The system must detect cryptojacking activity by monitoring CPU usage and network connections using industry-standard cryptographic techniques.'
1861,SR,'The system must mask sensitive transaction fields in logs and reports.'
1892,NSR,'The tool shall achieve a throughput of at least 50 requests per hour in production.'
1203,NSR,'The tool shall support installation via Homebrew package manager.'
1643,SR,'The agent shall apply a visible digital watermark to documents upon author submission to ensure confidentiality and integrity of sensitive data.'
2901,SR,'The agent must detect XXE injection vulnerabilities in submitted web applications.'
846,NSR,'The system shall allow users to view the history of previously submitted tasks.'
2961,SR,'The component should verify the integrity of configuration using cryptographic checksums to ensure confidentiality and integrity of sensitive data.'
993,SR,'The platform will verify the integrity of authentication using cryptographic checksums.'
1800,NSR,'The module will use less than 4MB of RAM during standard operation.'
1475,SR,'The system must verify server certificates before establishing TLS connections to mitigate the risk of data breaches.'
1062,NSR,'The interface should provide a disaster recovery plan with a recovery time objective of 30 hours.'
7,NSR,'The system shall optionally allow the user to destroy the suspects details files or save them for future records in a secure database '
72,SR,'The system shall provide a user with the option to encrypt and decrypt data. '
2,NSR,'The system shall generate a report of the detected and analyzed vulnerabilities '
1914,NSR,'The interface shall support import of threat intelligence feeds in PDF format.'
1629,NSR,'The software will use less than 8MB of RAM during standard operation.'
82,SR,'The system shall be able to allocate resources to the actual student who has requested the service. '
1429,NSR,'The tool will provide an audit trail of all administrative actions performed in the system.'
1553,SR,'The system shall generate integrity reports for financial stored in the system as part of the defence-in-depth security strategy.'
101,SR,'The system shall be simple and easy to maintain. '
958,SR,'The module should detect SSL/TLS misconfigurations and expired certificates in target systems to protect against unauthorized access.'
104,NSR,'The system shall be reliably used on any devices that meet hardware and software requirements stated. '
1367,SR,'The application must detect distributed denial-of-service (DDoS) attack patterns in traffic to prevent exploitation by malicious actors.'
2700,SR,'The component should provide a chain of custody record for all user processed by the system as part of the defence-in-depth security strategy.'
1219,NSR,'The dashboard shall backup critical audit data every monthly to a secure offsite location.'
1844,SR,'The software must alert administrators when spyware activity is detected in real time in accordance with the security policy.'
466,NSR,'Partial AID selection as defined in section 6.4.3.1.2 - Explicit Selection  shall be supported on Supplementary Logical Channels.'
88,SR,'The system shall encrypt and decrypt files over a wireless connection. '
1369,SR,'The service should digitally sign all transaction to ensure authenticity and non-repudiation.'
1809,SR,'The module will enforce password complexity requirements including at least 12 characters with complexity rules to mitigate the risk of data breaches.'
1387,NSR,'The dashboard shall support automated unit and integration testing with a code coverage target of 1%.'
1177,SR,'The platform shall implement end-to-end encryption for user messages using industry-standard cryptographic techniques.'
69,NSR,'The system shall retain records for all babies a mother will have subsequently. '
854,NSR,'The system should scale horizontally to handle increased scans volume without reconfiguration.'
1691,SR,'The module should encrypt data at rest using 3DES to protect against unauthorized access as part of the defence-in-depth security strategy.'
668,SR,'The component will use TLS 1.2 or higher for all network communications.'
1933,NSR,'The portal should allow export of scan findings to HTML for integration with ticketing systems.'
1997,NSR,'The software will adhere to SOLID design principles to minimize coupling between components.'
662,SR,'The platform will apply a visible digital watermark to audio files upon author submission using industry-standard cryptographic techniques.'
749,NSR,'The module must provide a searchable database of historical reporting results.'
64,NSR,'The systems time to react to tolerating the exchange to happen or dismissing it hindering the card and cautioning the head be brief in order to advance an easy to understand framework. '
20,NSR,'The system shall display the profile of licence owner '
1957,NSR,'The system must run on any system that has .NET version 11 or later installed.'
950,NSR,'The portal should support database schema migrations to allow incremental system upgrades.'
1163,SR,'The agent shall implement account lockout mechanisms after repeated failed login attempts to prevent exploitation by malicious actors.'
2034,NSR,'The interface will support concurrent analysis of up to 1000000 simultaneous applications without degradation.'
762,NSR,'The portal will support installation via Homebrew package manager.'
762,SR,"'The tool shall classify identified vulnerabilities by severity level (critical, high, medium, low) as part of the defence-in-depth security strategy.'"
1615,NSR,'The service will offer a dark mode option in addition to the default light theme.'
1253,NSR,'The portal should support pagination for large result sets to maintain performance.'
937,NSR,'The module shall log all system errors with sufficient context for post-incident analysis.'
1255,NSR,'The platform shall provide a RESTful API that allows external systems to trigger and retrieve authentication results.'
760,NSR,'The portal will be packaged as a Docker container for simple installation on supported platforms.'
1314,SR,'The tool shall use asymmetric encryption (ECC) for secure key exchange to mitigate the risk of data breaches.'
957,SR,'The framework will support automatic updates to malware signature databases in accordance with the security policy.'
1341,NSR,'The platform should maintain performance under peak load conditions of 10 simultaneous users.'
456,NSR,"'""On cards that support logical channels, if a MANAGE CHANNEL [open] is received:   If an Application is designated as implicitly selectable on the new Supplementary Logical Channel for the current card interface, that Application is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply,   Otherwise the Application designated as implicitly selectable on the Basic Logical Channel for this card interface is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply.""'"
1286,SR,'The tool will automatically log out inactive sessions after 10 minutes of inactivity using industry-standard cryptographic techniques.'
2044,NSR,'The application will support concurrent analysis of up to 5 simultaneous files without degradation.'
663,NSR,'The tool shall support concurrent analysis of up to 10 simultaneous tasks without degradation.'
718,SR,'The component shall encrypt data at rest using AES-256 to protect against unauthorized access to ensure compliance with security best practices.'
517,NSR,'During a Cancel Last Purchase transaction  the CEP card is authenticated by the PSAM in the POS device'
892,NSR,'The service shall generate detailed reports of authentication results in XML format.'
898,SR,'The platform will be easily updatable with security patches without disrupting service to mitigate the risk of data breaches.'
25,SR,"'The results from the scanning process must be reliable, which means minimum or no false positives'"
1895,SR,'The software will detect outdated or vulnerable third-party libraries in analyzed applications.'
35,NSR,'The system shall ensure that in the event of a crisis the patient is only required to press the power button three times thereby simplifying how the patient interacts with the system.  '
1416,NSR,'The software will allow users to filter and search through scan records efficiently.'
1984,NSR,'The system should run on any system that has .NET version 16 or later installed.'
669,SR,'The system must automatically generate detailed reports of detected command injection vulnerabilities to prevent exploitation by malicious actors.'
2476,NSR,'The service must provide fail-safe behavior that prevents data loss in the event of an unexpected shutdown.'
9,SR,"'The system shall allow that if the mobile phone is not present, some authentications are done by the user to obtain access to the system'"
1133,NSR,'The portal shall process submitted scans within 100 seconds under normal load conditions.'
721,SR,'The application must require PIN-based authentication for all administrative operations to mitigate the risk of data breaches.'
41,SR,'The system shall allow for checking data integrity '
941,SR,'The component will enforce network segmentation policies to limit lateral movement to prevent exploitation by malicious actors.'
1331,NSR,'The dashboard should allow export of scan findings to CSV for integration with ticketing systems.'
1342,SR,'The system must anonymize personally identifiable information before transmission in order to maintain system integrity.'
1117,SR,'The platform will detect distributed denial-of-service (DDoS) attack patterns in traffic in accordance with the security policy.'
1642,NSR,'The platform will require no platform-specific dependencies outside of the documented prerequisites.'
737,NSR,'The service must present scan results in a clear and easy-to-understand format.'
1254,SR,'The platform will require users to change default passwords upon first login in order to maintain system integrity.'
1367,NSR,'The service should include comprehensive inline code documentation and API documentation.'
87,NSR,'The system shall have an operation manual to guide the users on how it works. '
91,SR,'The system shall perform user re-verification using AVS and distinct security questions. '
1903,NSR,'The application must support Mandarin language localization for international users.'
960,SR,'The software must enforce HTTPS for all data transmission between client and server.'
747,SR,'The agent must identify unauthorized network devices connected to the internal network in accordance with the security policy.'
543,NSR,'The timing of payment to the merchant must be established between the merchant and the merchant acquirer'
671,NSR,'The portal must support concurrent analysis of up to 1000000 simultaneous queries without degradation.'
1838,SR,'The application should require certificate-based authentication for all administrative operations in accordance with the security policy.'
683,SR,'The application should alert administrators when trojans activity is detected in real time in order to maintain system integrity.'
1004,SR,'The system shall associate the embedded watermark with the author's registration number to ensure confidentiality and integrity of sensitive data.'
939,SR,'The system shall invalidate session tokens upon logout to prevent session hijacking to prevent exploitation by malicious actors.'
915,NSR,"'The software must allow administrators to create, read, update, and delete user accounts.'"
1841,SR,'The agent must associate the embedded watermark with the author's registration number using industry-standard cryptographic techniques.'
1572,NSR,'The platform will maintain performance under peak load conditions of 5 simultaneous users.'
1218,SR,'The module should detect anomalous network traffic patterns indicative of backdoors activity in order to maintain system integrity.'
676,NSR,'The software should support concurrent analysis of up to 50 simultaneous queries without degradation.'
1658,NSR,'The module shall support drag-and-drop file submission for ease of use.'
1471,NSR,'The service shall provide contextual help tooltips and user documentation throughout the interface.'
1441,SR,'The application will use HMAC-SHA-3 to authenticate API requests and prevent replay attacks to prevent exploitation by malicious actors.'
25,NSR,'The system must meet applicable regulatory requirements '
1635,NSR,'The platform must support concurrent analysis of up to 1000 simultaneous requests without degradation.'
598,NSR,'The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer'
120,NSR,'On reception at the CNG of a message containing management information the CNG shall extract the timestamp or sequence number and verify that the message has not been replayed.'
1049,NSR,'The tool will scale horizontally to handle increased samples volume without reconfiguration.'
1322,SR,'The system should provide secure password reset functionality using verified email or OTP in accordance with the security policy.'
1222,SR,'The system shall limit login attempts to 5 consecutive failures before locking the account in accordance with the security policy.'
1501,NSR,'The platform must provide a centralized logging framework for debugging and system monitoring.'
1259,SR,'The framework must validate user credentials against the active directory before allowing access.'
38,SR,"'When packets come in through the NIC, the system should be able to detect traffic out of the norm.  '"
826,SR,'The system should detect distributed denial-of-service (DDoS) attack patterns in traffic in order to maintain system integrity.'
104,NSR,'The system shall apply a classification algorithm to classify processed tweets matching with the labelled tweets in the tweets corpus. '
794,SR,'The component should identify open ports and running services on the target network.'
794,SR,'The platform will protect private keys from unauthorized extraction or export.'
969,SR,'The component should monitor system calls to detect malware activity at runtime.'
881,NSR,'The interface shall scale horizontally to handle increased samples volume without reconfiguration.'
905,NSR,'The dashboard shall scale horizontally to handle increased scans volume without reconfiguration.'
27,SR,"'The system shall apply a mechanism to establish proof of identities, to verify who a particular user is.  '"
34,SR,'The system shall be able to authenticate the username and password '
1052,NSR,'The dashboard should generate detailed reports of analysis results in CSV format.'
2036,SR,'The system must implement hardware token authentication to prevent unauthorized access to ensure compliance with security best practices.'
19,NSR,'The manner in which the system functions should be easy and direct for the users of the system. '
307,NSR,'CNDs connected to the CPN and devoted to specific managed services shall be remotely manageable'
753,NSR,'The application will allow multiple users to collaborate on analysis within a shared workspace.'
941,NSR,'The platform should follow clean code principles and established design patterns for maintainability.'
1455,SR,'The agent will anonymize personally identifiable information before processing.'
2135,SR,'The platform must monitor file system changes to detect ransomware encryption activity in accordance with the security policy.'
55,NSR,"'The system offers ability to send and receive messages and files without losing part of the data, quality and exact size retaining. '"
856,SR,'The framework should detect port scanning activity originating from rogue nodes on the network to protect against unauthorized access.'
1175,SR,'The framework shall encrypt data at rest using RSA-2048 to protect against unauthorized access as part of the defence-in-depth security strategy.'
1421,NSR,'The portal will be deployable on Windows 10 and later operating systems without modification.'
746,NSR,'The dashboard should scale horizontally to handle increased queries volume without reconfiguration.'
1409,SR,'The agent shall capture and analyze HTTPS and TLS packets for signs of malicious activity to ensure confidentiality and integrity of sensitive data.'
1320,SR,'The system should detect distributed denial-of-service (DDoS) attack patterns in traffic.'
1280,SR,"'The tool shall classify identified vulnerabilities by severity level (critical, high, medium, low) to prevent exploitation by malicious actors.'"
1281,SR,'The component should test for broken authentication and session management vulnerabilities.'
708,SR,'The system shall detect cryptojacking activity by monitoring CPU usage and network connections as part of the defence-in-depth security strategy.'
1521,SR,'The platform must perform static analysis to identify potential broken authentication vulnerabilities as part of the defence-in-depth security strategy.'
618,NSR,'The portal shall be deployable on Windows 10 and later operating systems without modification.'
1039,SR,'The application will verify the authenticity of images by checking its embedded watermark to protect against unauthorized access.'
1814,SR,'The system will sign API responses to ensure integrity during transmission using industry-standard cryptographic techniques.'
1454,SR,'The service must mask sensitive confidential fields in logs and reports to protect against unauthorized access.'
660,SR,'The tool should verify digital signatures before processing received data to ensure compliance with security best practices.'
1329,NSR,'The portal must support virtualized environments including VMware and Hyper-V.'
53,NSR,'The system shall provide invisible digital watermarking devised with use of the Discrete Cosine Transformation which encompasses the factors of complex computations and robustness. '
1544,NSR,'The dashboard should provide a disaster recovery plan with a recovery time objective of 200 hours.'
1055,NSR,'The portal must be deployable on major Linux distributions operating systems without modification.'
1322,SR,"'The module must classify identified vulnerabilities by severity level (critical, high, medium, low).'"
1756,NSR,'The platform must support database schema migrations to allow incremental system upgrades.'
1385,NSR,'The service must maintain a false positive rate below 99% during authentication operations.'
1567,NSR,'The portal must include rollback capabilities to revert to a previous stable version if needed.'
1622,NSR,'The dashboard will be deployable on 64-bit Windows and Linux operating systems without modification.'
1347,NSR,'The application should run on any system that has Python version 11 or later installed.'
1014,NSR,'The software should be transferable between environments through a standard configuration export/import mechanism.'
1759,NSR,'The application must allow signature databases and detection rules to be updated without system restart.'
212,NSR,'The CNG Remote Management requires to manage a specific set of parameters. At least the following list of parameters shall be available: Customer Identification  Physical Line Identification  list of subscribed services  CNG IP address.'
914,NSR,"'The portal should be compatible with major cloud platforms including AWS, Azure, and Google Cloud.'"
1110,NSR,'The application should allow users to schedule automated scanning at configured intervals.'
1105,NSR,'The service shall allow users to customize dashboard layouts according to their preferences.'
1310,SR,'The software should implement secure communication channels using HTTPS protocol as part of the defence-in-depth security strategy.'
1390,SR,'The platform shall use TLS 1.3 or higher for all network communications to ensure compliance with security best practices.'
1511,SR,'The framework should apply a visible digital watermark to documents upon author submission to ensure compliance with security best practices.'
1388,NSR,'The platform shall allow export of analysis results to JSON format for offline review.'
1324,NSR,'The portal must provide a cross-platform command-line interface in addition to the GUI.'
792,SR,'The framework must embed an invisible digital watermark into video files to protect ownership in accordance with the security policy.'
1714,SR,'The framework should monitor file system changes to detect ransomware encryption activity to protect against unauthorized access.'
1105,SR,'The software will detect duplicate submissions of watermarked documents by different authors in order to maintain system integrity.'
801,SR,'The platform shall monitor HTTP(S) network traffic to detect security anomalies in accordance with the security policy.'
1267,NSR,'The dashboard will allow administrators to configure detection thresholds without modifying source code.'
1806,NSR,'The interface should achieve a detection accuracy of at least 90% on scans.'
2018,SR,'The framework shall provide a chain of custody record for all sensitive processed by the system to protect against unauthorized access.'
1477,NSR,'The software will provide a user-friendly graphical user interface (GUI) for ease of use.'
657,SR,'The module shall allow for safe fail-secure behavior whenever a security fault is detected.'
1402,NSR,"'The dashboard will be compatible with major cloud platforms including AWS, Azure, and Google Cloud.'"
796,NSR,'The portal shall maintain performance under peak load conditions of 100 simultaneous users.'
1797,SR,'The platform will block network communication from hosts identified as compromised.'
1820,NSR,"'The system shall provide a changelog documenting all updates, bug fixes, and new features.'"
86,SR,'The system shall authenticate the user with username and password. '
737,SR,'The system shall encrypt data at rest using 3DES to protect against unauthorized access using industry-standard cryptographic techniques.'
1761,SR,'The framework should identify unauthorized network devices connected to the internal network.'
677,SR,'The framework shall require two-factor authentication (2FA) for all administrative operations to prevent exploitation by malicious actors.'
1455,NSR,'The dashboard shall present a summary dashboard showing key scan metrics at a glance.'
1035,NSR,'The portal shall support automated unit and integration testing with a code coverage target of 85%.'
980,SR,'The application should monitor file system changes to detect ransomware encryption activity to ensure compliance with security best practices.'
638,SR,'The platform should detect and block connections to known malicious IP addresses and domains as part of the defence-in-depth security strategy.'
1436,SR,'The framework must perform static analysis to identify potential broken authentication vulnerabilities to protect against unauthorized access.'
1470,NSR,'The dashboard must achieve a detection accuracy of at least 99.9% on samples.'
1116,SR,'The system must generate and rotate encryption keys every 24 hours to minimize key exposure to ensure compliance with security best practices.'
1184,SR,'The software must automatically log out inactive sessions after 15 minutes of inactivity to ensure compliance with security best practices.'
1030,NSR,'The application will provide a notification system that alerts users when detection is complete.'
1858,NSR,'The system must have a clean and intuitive interface that requires minimal training to operate.'
91,NSR,'The system shall  allow for provision of good quality online services making it easy to use since an interactive GUI will be delivered. '
762,NSR,'The system shall present a summary dashboard showing key system health metrics at a glance.'
1647,NSR,'The dashboard should provide a simple three-step workflow for report generation tasks.'
1507,SR,'The software shall support automatic updates to malware signature databases in order to maintain system integrity.'
759,SR,'The tool must detect the presence of keyloggers in submitted scripts in accordance with the security policy.'
1263,NSR,'The interface should validate input data before processing to prevent crashes from malformed input.'
60,NSR,'The system shall be able to allow the model as it learns new features it should also be able to learn in real-time from user actions like moving an email to spam and from spam folders interchangeably.'
2047,NSR,'The tool must maintain backward compatibility with previous versions of the API.'
59,SR,'The system shall allow user authentication process to be done through  trusted parties via the internet '
2261,NSR,'The tool shall scale horizontally to handle increased requests volume without reconfiguration.'
1052,NSR,'The tool will use less than 4MB of RAM during standard operation.'
1398,SR,'The application must store user passwords using SHA-3 hashing with unique salts in accordance with the security policy.'
606,SR,'The system must protect the integrity of key transaction data including transaction identification  currency code and amount. If tampering is suspected  the system must cause the transaction to fail'
1726,NSR,'The module will provide a RESTful API that allows external systems to trigger and retrieve authentication results.'
2887,NSR,'The dashboard should use less than 2MB of RAM during standard operation.'
1371,NSR,'The tool must provide a responsive design compatible with both desktop and mobile browsers.'
37,NSR,'System should utilize a centralized database '
1111,SR,'The service shall detect unauthorized modifications to critical system files to ensure compliance with security best practices.'
1489,NSR,'The system should display real-time authentication status updates without requiring page refresh.'
940,SR,'The tool must implement secure communication channels using SSH protocol using industry-standard cryptographic techniques.'
1190,NSR,'The dashboard will have a clean and intuitive interface that requires minimal training to operate.'
914,NSR,'The dashboard shall support redundant database configurations to prevent data loss.'
1822,SR,'The platform will generate integrity reports for financial stored in the system in order to maintain system integrity.'
60,NSR,'The system shall be easy to learn that its operation can be learned by observing the software or system. '
